Year,YearCode,Harvest ,Location,Treatment,Crop,Crop1,Plot,Intercropped,Monocrop,IWG,ALF,NRate,Rep,Date,QLengthCM,QWidthCM,QAreaHa,RowSpacing,RowsSampled,QIWGForWetG ,SIWGForWetG,SIWGDryG ,IWGQual,IWGDM,PlotIWGDryG,PlotIWGDryKG ,PlotIWGDryKgHa,QSpikeDryG,QThreshedGrainDryG,PlotThreshedGrainKgHa,QAlfForWetG,SAlfWetG,SAlfDryG ,AlfQual,AlfDM,PlotAlfDryG,PlotAlfDryKG ,PlotAlfDryKgHa,PlotTotForageKgHa,QWeedsWetG,QWeedsDryG,IWGHeight1,IWGHeight2,IWGHeight3,IWGHeight4,IWGHeight5,IWGHeight6 ,IWGHeight7,IWGHeight8,IWGHeight9,IWGHeight10,IWGHeightAvg,IWGLodgingScore0to9,ALFHeight1,ALFHeight2,ALFHeight3,ALFHeight4,ALFHeight5,ALFHeight6 ,ALFHeight7,ALFHeight8,ALFHeight9,ALFHeight10,ALFHeightAvg,ALFLodgingScore0to9,Weednotes ,LodgingPercent,WinterSurvivalScore ,TillerLength,HeadLength,IWGCounts,AlfalfaLength,CombineAreamM2,CombineAreaHa,IWGNIRDM,IWGCP,IWGADF,IWGaNDF,IWGAsh,IWGFAT,IWGLignin,IWGdNDF30,IWGIVTDMD30,IWGdNDF48,IWGIVTDMD48,IWGCa,IWGP,IWGK,IWGMg,IWGESC,IWGWSC,IWGStarch,ALFNIRDM,ALFCP,ALFADF,ALFaNDF,ALFAsh,ALFFAT,ALFLignin,ALFdNDF30,ALFIVTDMD30,ALFdNDF48,ALFIVTDMD48,ALFCa,ALFP,ALFK,ALFMg,ALFESC,ALFWSC,ALFStarch,image_sample_wt_g,hull_N,nkd_N,spklt_N,hull_F,nkd_F,spklt_F,hull_A,hull_A_SD,nkd_A,nkd_A_SD,spklt_A,spklt_A_SD,hull_C,hull_C_SD,nkd_C,nkd_C_SD,spklt_C,spklt_C_SD,hull_L,hull_L_SD,nkd_L,nkd_L_SD,spklt_L,spklt_L_SD,hull_W,hull_W_SD,nkd_W,nkd_W_SD,spklt_W,spklt_W_SD,2023MNGrainDeHulledg,2023MNThreshedhullyweight,2023MNGrainDeHulledKgHa
2024,Y,Spring,MN,4,Higest,Higest,1324,,y,,y,80,15,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,1513,204.5,,13.51619299,204.5,0.2045,1831.944818,1831.944818,124.5,14,,,,,,,,,,,,,38,48,40,42,38,,,,,,41.2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,1,Higest + IWG,Higest + IWG,1401,y,,y,y,0,16,,122,91.5,0.00011163,12,4,,202.2,36.9,,18.24925816,36.9,0.0369,330.5563021,,,,,535.9,78.2,,14.59227468,78.2,0.0782,700.5285318,1031.084834,0,0,40,30,35,33,36,,,,,,34.8,,27,36,33,24,26,,,,,,29.2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,8,IWG,IWG,1402,,y,y,,120,16,,122,91.5,0.00011163,12,4,,287.2,46.2,,16.08635097,46.2,0.0462,413.86724,,,,,,,,,,,,413.86724,868,114.3,40,35,42,40,31,,,,,,37.6,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,12,Shockwave + IWG,Shockwave + IWG,1403,y,,y,y,80,16,,122,91.5,0.00011163,12,4,,220,29.6,,13.45454545,29.6,0.0296,265.1616949,,,,,1287.7,182.2,,14.14925837,182.2,0.1822,1632.17773,1897.339425,70,8.5,32,30,40,43,26,,,,,,34.2,,32,42,43,33,40,,,,,,38,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,24,FILL,FILL,1404,,,y,,0,16,,122,91.5,0.00011163,12,4,,327.1,71.1,,21.73647203,71.1,0.0711,636.9255576,,,,,,,,,,,,636.9255576,108.9,15.4,32,32,22,28,23,,,,,,27.4,,23,,,,,,,,,,23,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,13,Shockwave + IWG,Shockwave + IWG,1405,y,,y,y,120,16,,122,91.5,0.00011163,12,4,,464.7,73.2,,15.75209813,73.2,0.0732,655.7377049,,,,,1218.8,146.2,,11.99540532,146.2,0.1462,1309.683777,1965.421482,80.1,8,42,34,35,32,36,,,,,,35.8,,33,33,38,40,41,,,,,,37,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,10,Shockwave + IWG,Shockwave + IWG,1406,y,,y,y,0,16,,122,91.5,0.00011163,12,4,,189.6,31.3,,16.50843882,31.3,0.0313,280.390576,,,,,1156.8,152.3,,13.16562932,152.3,0.1523,1364.328586,1644.719162,7.1,3.2,46,42,36,30,27,,,,,,36.2,,40,33,35,38,40,,,,,,37.2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,4,Higest,Higest,1407,,y,,y,80,16,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,1845.7,318.2,,17.24007152,318.2,0.3182,2850.48822,2850.48822,218.6,34.2,,,,,,,,,,,,,40,40,32,27,34,,,,,,34.6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,16,Shockwave,Shockwave,1408,,y,,y,40,16,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,2113.3,384.9,,18.21322103,384.9,0.3849,3447.99785,3447.99785,146.9,17.7,,,,,,,,,,,,,47,33,40,38,40,,,,,,39.6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,21,WL + IWG,WL + IWG,1409,y,,y,y,80,16,,122,91.5,0.00011163,12,4,,640.6,88.1,,13.75273181,88.1,0.0881,789.2143689,,,,,1121.1,137.3,,12.24690037,137.3,0.1373,1229.956105,2019.170474,108.8,11.4,31,34,33,39,33,,,,,,34,,39,34,36,42,34,,,,,,37,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,19,Shockwave,Shockwave,1410,,y,,y,160,16,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,2134.6,211.7,,9.917548955,211.7,0.2117,1896.443608,1896.443608,176.5,23.8,,,,,,,,,,,,,41,41,41,41,38,,,,,,40.4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,23,WL,WL,1411,,y,,y,80,16,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,1591.8,184.3,,11.5780877,184.3,0.1843,1650.989877,1650.989877,0,0,,,,,,,,,,,,,41,46,35,40,42,,,,,,40.8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,2,Higest + IWG,Higest + IWG,1412,y,,y,y,80,16,,122,91.5,0.00011163,12,4,,398.3,57.2,,14.3610344,57.2,0.0572,512.407059,,,,,1132.5,128.7,,11.36423841,128.7,0.1287,1152.915883,1665.322942,0,0,40,43,42,40,46,,,,,,42.2,,46,42,38,49,43,,,,,,43.6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,7,IWG,IWG,1413,,y,y,,80,16,,122,91.5,0.00011163,12,4,,571.4,112.5,,19.68848442,112.5,0.1125,1007.793604,,,,,,,,,,,,1007.793604,0,0,30,36,34,31,35,,,,,,33.2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,11,Shockwave + IWG,Shockwave + IWG,1414,y,,y,y,40,16,,122,91.5,0.00011163,12,4,,484,83.1,,17.16942149,83.1,0.0831,744.4235421,,,,,849.8,118.1,,13.89738762,118.1,0.1181,1057.95933,1802.382872,0,0,34,40,40,38,32,,,,,,36.8,,26,30,32,39,33,,,,,,32,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,20,WL + IWG,WL + IWG,1415,y,,y,y,0,16,,122,91.5,0.00011163,12,4,,275.4,50.4,,18.30065359,50.4,0.0504,451.4915345,,,,,995.8,123.3,,12.38200442,123.3,0.1233,1104.54179,1556.033324,0,0,31,26,28,25,30,,,,,,28,,38,40,40,40,38,,,,,,39.2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,14,Shockwave + IWG,Shockwave + IWG,1416,y,,y,y,160,16,,122,91.5,0.00011163,12,4,,307.8,47.2,,15.33463288,47.2,0.0472,422.8254054,,,,,1118.6,145.2,,12.98051135,145.2,0.1452,1300.725611,1723.551017,0,0,35,30,30,36,36,,,,,,33.4,,38,29,25,38,40,,,,,,34,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,22,WL,WL,1417,,y,,y,0,16,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,1300.6,163.6,,12.57880978,163.6,0.1636,1465.555854,1465.555854,0,0,,,,,,,,,,,,,40,41,43,37,36,,,,,,39.4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,17,Shockwave,Shockwave,1418,,y,,y,80,16,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,1944.2,173.9,,8.94455303,173.9,0.1739,1557.824957,1557.824957,0,0,,,,,,,,,,,,,40,44,37,49,44,,,,,,42.8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,6,IWG,IWG,1419,,y,y,,40,16,,122,91.5,0.00011163,12,4,,765.8,136.8,,17.86367198,136.8,0.1368,1225.477022,,,,,,,,,,,,1225.477022,214.2,46.9,40,,,,,,,,,,40,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,15,Shockwave,Shockwave,1420,,y,,y,0,16,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,1947.4,405.8,,20.83804046,405.8,0.4058,3635.223506,3635.223506,0,0,,,,,,,,,,,,,40,42,40,40,42,,,,,,40.8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,5,IWG,IWG,1421,,y,y,,0,16,,122,91.5,0.00011163,12,4,,389,82.7,,21.2596401,82.7,0.0827,740.8402759,,,,,,,,,,,,740.8402759,248.8,56.4,32,,,,,,,,,,32,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,3,Higest,Higest,1422,,y,,y,0,16,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,2016.4,178,,8.827613569,178,0.178,1594.553435,1594.553435,0,24.6,,,,,,,,,,,,,40,49,47,49,49,,,,,,46.8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,9,IWG,IWG,1423,,y,y,,160,16,,122,91.5,0.00011163,12,4,,1150.4,166.9,,14.50799722,166.9,0.1669,1495.1178,,,,,,,,,,,,1495.1178,134.6,0,43,40,46,35,48,,,,,,42.4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Spring,MN,18,Shockwave,Shockwave,1424,,y,,y,120,16,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,1924,257.2,,13.36798337,257.2,0.2572,2304.040133,2304.040133,0,0,,,,,,,,,,,,,45,45,42,40,42,,,,,,42.8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,19,Shockwave,Shockwave,1101,,y,,y,160,13,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,849.4,273.6,,32.21097245,273.6,0.2736,2450.954045,2450.954045,352.1,86.8,,,,,,,,,,,,,69,65,39,72,40,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,8,IWG,IWG,1102,,y,y,,120,13,,122,91.5,0.00011163,12,4,,1684.8,769.4,,45.6671415,769.4,0.7694,6892.412434,380.9,8.7,77.9360387,,,,,,,,,6892.412434,116.1,25.7,140,138,147,142,148,,,,,,143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,3,Higest,Higest,1103,,y,,y,0,13,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,1229,278.2,,22.63628967,278.2,0.2782,2492.161605,2492.161605,116.7,21.9,,,,,,,,,,,,,72,45,52,38,50,,,,,,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,6,IWG,IWG,1104,,y,y,,40,13,,122,91.5,0.00011163,12,4,,1135.9,526.2,,46.3245004,526.2,0.5262,4713.786617,243.8,5.3,47.47827645,,,,,,,,,4713.786617,19.3,4.8,144,124,138,141,157,,,,,,140.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,7,IWG,IWG,1105,,y,y,,80,13,,122,91.5,0.00011163,12,4,,1648.2,724.3,,43.9449096,724.3,0.7243,6488.399176,332,15.3,137.0599301,,,,,,,,,6488.399176,8,0,128,160,139,144,155,,,,,,145.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,10,Shockwave + IWG,Shockwave + IWG,1106,y,,y,y,0,13,,122,91.5,0.00011163,12,4,,707.8,269.7,,38.10398418,269.7,0.2697,2416.0172,147.2,5,44.79082684,,456.5,153.9,,33.71303395,153.9,0.1539,1378.66165,3794.67885,14.2,4.1,110,151,129,144,143,,,,,,135.4,3,45,75,32,35,87,,,,,,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,12,Shockwave + IWG,Shockwave + IWG,1107,y,,y,y,80,13,,122,91.5,0.00011163,12,4,,1392,557.4,,40.04310345,557.4,0.5574,4993.281376,273.1,9.9,88.68583714,,620.6,208.2,,33.54817918,208.2,0.2082,1865.09003,6858.371406,41.6,9.8,128,145,148,152,139,,,,,,142.4,2,55,86,72,71,84,,,,,,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,18,Shockwave,Shockwave,1108,,y,,y,120,13,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,1747.8,476.5,,27.26284472,476.5,0.4765,4268.565798,4268.565798,122,26,,,,,,,,,,,,,65,86,72,59,40,,,,,,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,23,WL,WL,1109,,y,,y,80,13,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,1199.7,357.4,,29.79078103,357.4,0.3574,3201.648302,3201.648302,253.3,69.5,,,,,,,,,,,,,74,35,48,102,52,,,,,,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,17,Shockwave,Shockwave,1110,,y,,y,80,13,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,1793.7,523.4,,29.17990745,523.4,0.5234,4688.703753,4688.703753,48.5,13.4,,,,,,,,,,,,,46,57,53,72,29,,,,,,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,22,WL,WL,1111,,y,,y,0,13,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,1291.2,394.7,,30.56846344,394.7,0.3947,3535.787871,3535.787871,253.8,90.8,,,,,,,,,,,,,75,34,38,77,37,,,,,,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,16,Shockwave,Shockwave,1112,,y,,y,40,13,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,1011.7,300,,29.65305921,300,0.3,2687.44961,2687.44961,6.6,0,,,,,,,,,,,,,19,79,29,37,71,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,11,Shockwave + IWG,Shockwave + IWG,1113,y,,y,y,40,13,,122,91.5,0.00011163,12,4,,1242.1,492.4,,39.64254086,492.4,0.4924,4411.000627,212.6,3.7,33.14521186,,463.3,163.8,,35.35506152,163.8,0.1638,1467.347487,5878.348114,2,1,133,150,144,137,147,,,,,,142.2,1,65,91,87,37,65,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,13,Shockwave + IWG,Shockwave + IWG,1114,y,,y,y,120,13,,122,91.5,0.00011163,12,4,,1013.1,387.3,,38.22919751,387.3,0.3873,3469.497447,168.2,5.4,48.37409299,,514.2,160.9,,31.29132633,160.9,0.1609,1441.368808,4910.866255,71.4,13,142,136,130,134,133,,,,,,135,2,72,55,73,75,77,,,,,,70.4,,thistle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,2,Higest + IWG,Higest + IWG,1115,y,,y,y,80,13,,122,91.5,0.00011163,12,4,,1321.3,446.8,,33.81518202,446.8,0.4468,4002.508286,220.3,3.9,34.93684493,,764.6,243.2,,31.80748104,243.2,0.2432,2178.625817,6181.134104,4.8,8.1,127,140,153,148,139,,,,,,141.4,4,86,56,44,72,37,,,,,,59,,lots of thistle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,9,IWG,IWG,1116,,y,y,,160,13,,122,91.5,0.00011163,12,4,,1134.3,513.4,,45.26139469,513.4,0.5134,4599.1221,237.6,9,80.62348831,,,,,,,,,4599.1221,29,7.2,134,125,135,132,148,,,,,,134.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,20,WL + IWG,WL + IWG,1117,y,,y,y,0,13,,122,91.5,0.00011163,12,4,,613.8,235.8,,38.41642229,235.8,0.2358,2112.335394,97.7,2.5,22.39541342,,590,181,,30.6779661,181,0.181,1621.427932,3733.763325,47.2,11.5,123,127,144,150,119,,,,,,132.6,3,80,61,95,65,81,,,,,,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,15,Shockwave,Shockwave,1118,,y,,y,0,13,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,998.4,299.6,,30.00801282,299.6,0.2996,2683.866344,2683.866344,367.2,120.8,,,,,,,,,,,,,42,57,61,96,66,,,,,,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,1,Higest + IWG,Higest + IWG,1119,y,,y,y,0,13,,122,91.5,0.00011163,12,4,,328.5,120,,36.52968037,120,0.12,1074.979844,72,1.4,12.54143151,,590.8,191.7,,32.44752877,191.7,0.1917,1717.280301,2792.260145,2.8,1,139,131,132,150,133,,,,,,137,2,74,43,93,72,47,,,,,,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,14,Shockwave + IWG,Shockwave + IWG,1120,y,,y,y,160,13,,122,91.5,0.00011163,12,4,,998.6,402,,40.2563589,402,0.402,3601.182478,166.7,22.6,202.4545373,,245.1,77.1,,31.45654835,77.1,0.0771,690.6745499,4291.857028,14.7,0,131,158,121,160,137,,,,,,141.4,3,43,106,77,94,80,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,4,Higest,Higest,1121,,y,,y,80,13,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,554,177.1,,31.96750903,177.1,0.1771,1586.491087,1586.491087,768.6,307,,,,,,,,,,,,,37,83,44,69,40,,,,,,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,24,FILL,FILL,1122,,,y,,0,13,,122,91.5,0.00011163,12,4,,1071.1,431.3,,40.26701522,431.3,0.4313,3863.656723,164.4,10.6,94.9565529,,,,,,,,,3863.656723,23.5,4.3,175,131,148,158,142,,,,,,150.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,21,WL + IWG,WL + IWG,1123,y,,y,y,80,13,,122,91.5,0.00011163,12,4,,1082,472.5,,43.66913124,472.5,0.4725,4232.733136,178.6,9.5,85.10257099,,134,39.8,,29.70149254,39.8,0.0398,356.5349816,4589.268118,0,0,141,150,162,144,159,,,,,,151.2,2,25,68,51,75,32,,,,,,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,5,IWG,IWG,1124,,y,y,,0,13,,122,91.5,0.00011163,12,4,,1181.8,546.5,,46.24301912,546.5,0.5465,4895.637373,165.9,9.7,86.89420407,,,,,,,,,4895.637373,99.7,35.5,144,155,136,142,140,,,,,,143.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,24,FILL,FILL,1201,,,y,,0,14,,122,91.5,0.00011163,12,4,,804,353.4,,43.95522388,353.4,0.3534,3165.815641,156.6,6.9,61.81134104,,,,,,,,,3165.815641,111.1,37.2,148,146,143,130,137,,,,,,140.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,16,Shockwave,Shockwave,1202,,y,,y,40,14,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,914.6,271,,29.63043954,271,0.271,2427.662815,2427.662815,1217.5,414.7,,,,,,,,,,,,,56,42,50,56,55,,,,,,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,15,Shockwave,Shockwave,1203,,y,,y,0,14,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,977.5,294,,30.07672634,294,0.294,2633.700618,2633.700618,922.3,289,,,,,,,,,,,,,49,52,49,65,58,,,,,,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,22,WL,WL,1204,,y,,y,0,14,,122,91.5,0.00011163,12,4,,,,,,,,,,,,,891.5,263.1,,29.51205833,263.1,0.2631,2356.893308,2356.893308,742.7,280.7,,,,,,,,,,,,,45,47,50,51,52,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Y,Summer,MN,8,IWG,IWG,1205,,y,y,,120,14,,122,91.5,0.00011163,12,4,,1583.2,717.3,,45.30697322,717.3,0.7173,6425.692018,294.3,8,71.66532294,,,,,,,,,6425.692018,38.2,9.3,147,166,135,138,141,,,,,,145.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
